nObserver,ch,RT,duration1,duration2,accuracy
9,1,6.972727,2.25,3,1
9,1,3.032918,0.25,0.75,1
9,1,5.768472,1.75,2.25,1
9,-1,6.467498,2.25,2.5,0
9,1,7.252632,2.75,2.25,0
9,1,4.49335,0.75,1,1
9,1,5.504062,1.75,2.25,1
9,1,3.718219,0.75,1.5,1
9,-1,4.139284,0.75,1.25,0
9,-1,2.89542,0.75,0.25,1
9,1,6.950415,2.25,3,1
9,1,2.432369,0.25,0.5,1
9,-1,4.95557,2,1.25,1
9,1,4.325011,1.25,1.5,1
9,1,6.066441,2.5,2.25,0
9,-1,6.766056,2.5,1.75,1
9,1,3.371362,0.25,1,1
9,1,4.204632,1.25,1.75,1
9,-1,5.166141,2,1.75,1
9,1,6.917037,2.75,2.25,0
9,-1,3.404524,1.25,0.75,1
9,1,2.31643,0.25,0.75,1
9,1,6.639937,2.25,3,1
9,-1,6.300291,2.5,2.25,1
9,1,4.070988,0.75,1.5,1
9,-1,6.2287,2,1.75,1
9,1,4.71366,2,1.25,0
9,1,5.350383,1.75,2.25,1
9,1,2.596067,0.25,0.5,1
9,1,6.658263,2.25,2.75,1
9,1,4.438522,1.25,1.75,1
9,-1,3.312204,1,0.75,1
9,-1,3.451582,1,0.25,1
9,1,5.978306,2.5,1.75,0
9,1,4.216161,1.25,1.5,1
9,1,4.651541,1.25,2,1
9,-1,2.158359,0.5,0.25,1
9,-1,3.845225,1.25,0.75,1
9,-1,2.68849,1,0.25,1
9,-1,2.455263,0.75,0.25,1
9,-1,3.586442,1,0.75,1
9,1,4.208125,1.25,1.5,1
9,1,6.712092,2.25,2.75,1
9,1,4.518351,1.75,2,1
9,1,5.614212,1.75,2.5,1
9,-1,4.679672,1.75,1.25,1
9,1,3.658338,0.75,1.5,1
9,1,5.56054,1.75,2.25,1
9,1,6.363828,2.25,2.5,1
9,1,6.992822,2.25,3,1
9,-1,5.244706,2,1.25,1
9,1,5.348081,1.75,2.5,1
9,-1,4.246695,1.5,1.25,1
9,-1,4.189635,1.5,0.75,1
9,1,6.518661,2.75,2.25,0
9,1,5.764078,2,1.75,0
9,-1,3.578528,0.75,1,0
9,1,2.377107,0.25,0.75,1
9,-1,3.513801,1.25,0.75,1
9,1,2.244877,0.25,0.5,1
9,1,7.441645,2.25,1.75,0
9,1,6.081072,2.25,2.5,1
9,-1,6.646662,3,2.25,1
9,1,4.631551,1.25,1.75,1
9,-1,2.725855,1,0.25,1
10,1,3.908579,1.25,1.75,1
10,-1,5.230202,1.5,1.25,1
10,1,1.966828,0.25,0.75,1
10,1,4.842917,2,1.75,0
10,1,7.703012,2.75,2.25,0
10,1,3.305288,0.25,0.5,1
10,-1,7.00934,3,2.25,1
10,1,2.359174,0.25,1,1
10,-1,5.556737,2.5,1.75,1
10,-1,3.744569,1.25,0.75,1
10,-1,5.384138,2.25,1.75,1
10,1,4.702155,1.25,2,1
10,-1,8.633942,2.5,2.25,1
10,1,4.11919,0.75,1,1
10,1,3.339527,0.75,1.5,1
10,-1,4.209798,1.25,2,0
10,-1,2.749706,0.5,0.25,1
10,-1,5.632105,2.5,1.75,1
10,1,2.985123,0.75,1.25,1
10,1,6.056877,2.25,2.75,1
10,1,4.979642,1.75,2.25,1
10,1,4.028476,1.25,1.5,1
10,1,6.282009,2.25,3,1
10,1,3.852027,1.25,1.75,1
10,-1,5.449219,1.75,2,0
10,1,3.451217,0.75,1.5,1
10,-1,7.203593,2.5,2.25,1
10,1,3.860897,0.25,0.75,1
10,1,3.764263,0.75,1,1
10,1,2.238547,0.25,1,1
10,1,4.489524,1.25,1.5,1
10,-1,2.71606,1,0.25,1
10,1,2.227062,0.25,0.75,1
10,-1,2.907024,1,0.75,1
10,-1,6.702026,2.75,2.25,1
10,1,7.824861,3,2.25,0
10,1,6.552259,2,1.75,0
10,1,5.227045,1.75,2.5,1
10,-1,6.135447,2.5,2.25,1
10,-1,5.54993,2.25,1.75,1
10,-1,3.887884,0.5,0.25,1
10,-1,4.760053,1.75,1.25,1
10,1,3.174049,0.75,1.25,1
10,1,4.239788,2,1.25,0
10,1,3.275777,0.75,1.5,1
10,-1,1.856851,0.5,0.25,1
10,1,6.50689,2.25,3,1
10,1,3.177553,0.75,1.25,1
10,-1,2.288992,1,0.25,1
10,1,4.916488,1.75,2.25,1
10,-1,4.425147,1.75,1.25,1
10,-1,6.507445,2.5,2.25,1
10,1,2.471279,0.25,0.75,1
10,1,5.241838,2,1.25,0
10,-1,3.510747,1.5,0.75,1
10,-1,5.285215,1.75,2,0
10,1,8.160368,2.75,2.25,0
10,1,5.925952,1.75,2.5,1
10,1,4.124528,1.25,1.5,1
10,1,6.826662,1,0.75,0
10,-1,3.761953,1.5,1.25,1
10,1,4.825485,1.75,2.25,1
10,-1,6.078807,2.5,2.25,1
10,-1,4.02235,1.25,1.75,0
10,-1,3.147686,1.25,0.75,1
10,1,5.917516,2.25,2.75,1
10,-1,5.576889,2,1.25,1
10,-1,3.553048,0.75,1,0
10,1,2.104964,0.25,1,1
10,-1,2.226694,0.25,0.5,0
10,1,5.070188,1.75,2.5,1
10,1,3.218718,0.75,1.5,1
10,1,2.169587,0.25,0.75,1
10,1,6.221505,2.25,3,1
10,1,4.945134,1.75,2,1
10,1,5.158121,1.25,2,1
10,-1,6.252723,2.25,2.75,0
10,-1,5.903309,2.25,2.5,0
10,1,4.932601,1.75,2.25,1
10,1,4.35169,1.5,1.25,0
10,-1,3.190312,1.25,0.75,1
10,1,2.040226,0.25,0.75,1
10,1,4.594956,1.75,2,1
10,-1,2.42128,1,0.25,1
10,-1,5.245313,2.5,1.75,1
10,-1,3.027168,1,0.75,1
10,1,2.192536,0.25,0.5,1
10,1,3.819472,1.25,1.75,1
10,1,6.108287,3,2.25,0
10,-1,3.41115,1.5,0.75,1
11,1,5.280383,1.75,2.25,1
11,-1,7.273136,2.5,2.25,1
11,-1,4.720832,2,1.25,1
11,1,5.202659,1.75,2.5,1
11,-1,7.259837,1.75,2,0
11,1,3.028931,0.75,1.25,1
11,1,6.332021,2.25,2.75,1
11,-1,4.408459,1.75,1.25,1
11,-1,4.265396,0.5,0.25,1
11,-1,11.417463,3,2.25,1
11,1,5.173543,1,0.75,0
11,1,4.055197,1.25,1.5,1
11,1,3.566805,0.75,1.5,1
11,-1,2.897569,1,0.25,1
11,1,2.02939,0.25,0.75,1
11,1,6.254195,2.25,2.5,1
11,1,3.591876,0.25,1,1
11,-1,5.783238,2.5,1.75,1
11,-1,4.78929,1.75,1.25,1
11,1,2.966776,0.75,1.25,1
11,1,2.088295,0.25,0.75,1
11,-1,8.507321,2.75,2.25,1
11,1,4.379819,1.25,2,1
11,1,4.815658,1.75,2,1
11,-1,6.966093,2.25,1.75,1
11,-1,3.151182,1,0.75,1
11,1,3.267871,0.75,1.5,1
11,1,3.790014,1.25,1.5,1
11,-1,2.488203,0.5,0.25,1
11,-1,6.486609,3,2.25,1
11,1,2.647827,0.75,1,1
11,1,5.185803,1.75,2.5,1
11,-1,6.606822,3,2.25,1
11,1,6.074206,2.25,2.75,1
11,1,4.080954,1.25,2,1
11,1,6.046721,2.25,2.5,1
11,-1,2.448215,1,0.25,1
11,-1,5.35768,2.25,1.75,1
11,-1,4.16437,1.5,1.25,1
11,-1,3.343813,0.25,0.5,0
11,-1,4.353341,1.5,0.75,1
11,1,3.84339,1.25,1.75,1
11,1,5.726483,2,1.75,0
11,-1,3.648594,1.25,0.75,1
11,-1,2.264607,0.75,0.25,1
11,1,3.825599,1.25,1.75,1
11,1,4.161271,1.25,2,1
11,1,5.86232,2.25,2.75,1
11,1,2.67057,0.75,1,1
11,-1,3.501147,1.5,0.75,1
11,1,2.512714,0.25,0.75,1
11,1,4.801915,2,1.75,0
11,-1,6.591636,3,2.25,1
11,-1,7.178696,2.5,2.25,1
11,-1,4.419982,1.25,0.75,1
11,-1,5.188724,2.25,1.75,1
11,-1,5.514367,2.5,1.75,1
11,1,2.142464,0.25,1,1
11,1,1.892969,0.25,0.5,1
11,1,7.150325,1.25,1.5,1
11,-1,7.18356,2.75,2.25,1
11,1,3.937687,1.25,1.75,1
11,-1,4.877518,1.5,1.25,1
11,-1,6.275856,2.5,1.75,1
11,1,6.195564,2.25,3,1
11,-1,3.298566,1,0.75,1
11,-1,5.630952,2.25,1.75,1
11,-1,2.338513,0.25,0.5,0
11,-1,5.395824,2,1.75,1
11,1,2.889507,0.75,1.25,1
11,1,4.918651,1.25,2,1
11,-1,2.316516,0.75,0.25,1
11,-1,2.838636,1,0.25,1
11,-1,3.681858,1.5,0.75,1
11,1,6.864291,2.5,2.25,0
11,-1,2.980173,1,0.25,1
11,-1,5.663354,2.5,1.75,1
11,1,4.581476,1.25,2,1
11,1,5.961581,2.25,2.75,1
11,-1,7.051222,3,2.25,1
11,1,2.567823,0.25,0.75,1
11,-1,3.721746,1.5,0.75,1
11,1,5.690704,2,1.75,0
11,-1,3.378779,1.25,0.75,1
11,1,3.37867,1,0.75,0
11,-1,5.486158,2.25,1.75,1
11,-1,4.909197,1.75,1.25,1
11,1,4.684513,1.5,1.25,0
11,1,6.556262,2.25,2.5,1
11,1,1.664046,0.25,0.5,1
12,-1,4.898804,2,1.25,1
12,-1,2.469738,0.5,0.25,1
12,1,3.389219,0.75,1.25,1
12,1,2.153133,0.25,0.75,1
12,-1,8.78945,3,2.25,1
12,1,6.068109,2.25,2.5,1
12,-1,4.297233,1.5,1.25,1
12,-1,7.014385,2.75,2.25,1
12,-1,5.762794,2.5,1.75,1
12,1,2.435659,0.25,1,1
12,-1,4.374481,1.75,1.25,1
12,-1,5.174328,2.25,1.75,1
12,1,5.310917,1,0.75,0
12,1,3.390861,0.75,1.5,1
12,-1,5.245739,2,1.75,1
12,1,3.458762,0.75,1.25,1
12,-1,2.586427,0.5,0.25,1
12,1,6.4187,2.25,3,1
12,1,6.258974,2.25,2.5,1
12,1,5.18951,1.5,1.25,0
12,-1,4.545056,1.75,1.25,1
12,1,2.127594,0.25,0.75,1
12,1,1.988668,0.25,1,1
12,1,9.352674,2.25,2.75,1
12,1,5.342039,1.75,2.5,1
12,-1,6.828276,2.25,1.75,1
12,-1,4.634843,2,1.25,1
12,1,2.949565,0.75,1,1
12,1,3.216651,0.75,1.5,1
12,1,8.840803,1.75,2,1
12,-1,2.358175,0.75,0.25,1
12,1,6.01682,2.25,2.75,1
12,-1,2.152653,0.5,0.25,1
12,1,4.886779,1.75,2.25,1
12,1,4.862971,1.75,1.25,0
12,1,6.589587,3,2.25,0
12,1,4.033698,1,0.75,0
12,1,6.162888,2.25,2.5,1
12,-1,5.940205,1.25,0.75,1
12,-1,5.411051,2,1.25,1
12,-1,4.962537,0.75,1.5,0
12,1,2.265757,0.25,1,1
12,1,5.528487,1.75,2.5,1
12,1,4.832469,1.75,2,1
12,1,4.009286,1.5,1.25,0
12,1,6.052893,2.25,3,1
12,1,4.838833,2.25,1.75,0
12,1,6.554664,2.5,2.25,0
12,1,6.133389,2.25,2.75,1
12,1,3.887049,1.25,1.75,1
12,-1,2.682156,0.75,0.25,1
12,-1,3.633355,1.25,0.75,1
12,1,3.164705,0.75,1,1
12,1,5.148535,1.75,2.5,1
12,-1,4.571361,1.25,1.5,0
12,1,8.30035,0.75,1.5,1
12,1,2.380328,0.25,1,1
12,-1,2.330824,0.5,0.25,1
12,1,5.26039,1.25,2,1
12,1,4.593049,1.75,2,1
12,-1,5.410644,2.5,1.75,1
12,-1,2.58668,1,0.25,1
12,-1,5.226657,2,1.25,1
12,-1,3.414674,1.25,0.75,1
12,1,5.667229,2.25,2.5,1
12,-1,2.089345,0.5,0.25,1
12,1,6.043172,2.25,3,1
12,1,4.940049,2.25,1.75,0
12,1,4.529119,1.75,1.25,0
12,1,6.205472,2.25,2.75,1
12,-1,5.512888,1.5,1.25,1
12,-1,3.110692,1,0.75,1
12,-1,4.846223,2,1.75,1
12,1,3.287586,0.75,1.5,1
12,-1,2.375739,0.75,0.25,1
12,1,6.069194,2.25,2.5,1
12,-1,4.322095,1.75,1.25,1
12,1,4.348785,1.25,2,1
12,1,5.851235,2.25,2.75,1
12,1,4.923609,0.75,1,1
12,1,3.568893,0.75,1.25,1
12,1,2.197427,0.25,1,1
12,1,1.906607,0.25,0.75,1
12,-1,3.870677,1.5,0.75,1
12,-1,3.923936,1.5,1.25,1
12,-1,5.057187,2.25,1.75,1
12,1,1.961524,0.25,0.5,1
12,1,5.035954,2,1.75,0
12,1,6.156887,2.25,3,1
12,1,6.636592,2.5,1.75,0
13,-1,3.390257,1.5,0.75,1
13,1,7.262154,2.25,2.5,1
13,1,5.995302,1.75,2.25,1
13,-1,5.410789,2.5,1.75,1
13,-1,5.00984,1.5,1.25,1
13,-1,6.71232,3,2.25,1
13,-1,3.326062,0.5,0.25,1
13,1,5.238813,2,1.75,0
13,1,3.219869,1.25,0.75,0
13,1,2.981427,0.75,1,1
13,1,6.492207,2.75,2.25,0
13,-1,3.7429,0.25,0.75,0
13,1,6.149261,1.75,1.25,0
13,-1,5.302572,2,1.25,1
13,-1,2.23874,0.25,1,0
13,1,5.92868,2.25,2.75,1
13,-1,10.300515,1.75,1.25,1
13,1,4.221576,1.25,2,1
13,1,1.811803,0.5,0.25,0
13,1,2.658714,1,0.25,0
13,-1,7.337403,2.5,2.25,1
13,1,3.818186,1.25,0.75,0
13,-1,6.538607,3,2.25,1
13,1,3.903514,1.5,1.25,0
13,1,5.173276,1.75,2.5,1
13,1,2.931814,0.75,1,1
13,1,4.956202,0.75,1.5,1
13,1,5.003138,1.75,2,1
13,1,5.669187,1.75,2.25,1
13,-1,4.915734,0.75,0.25,1
13,-1,8.89477,0.25,0.75,0
13,1,8.165798,2.5,2.25,0
13,1,5.249671,2.5,1.75,0
13,1,3.871543,1.5,1.25,0
13,-1,3.489089,0.75,1.5,0
13,1,5.202029,2.25,1.75,0
13,-1,4.852935,1.25,2,0
13,1,4.339444,0.75,1.25,1
13,1,5.474143,1.25,1.75,1
13,1,6.503491,2.25,2.75,1
13,1,4.829976,2,1.75,0
13,-1,7.943442,1,0.25,1
13,1,3.754039,0.5,0.25,0
13,-1,3.325564,1,0.75,1
13,1,7.165032,3,2.25,0
13,1,3.62109,0.75,1.5,1
13,-1,3.702899,0.75,1,0
13,1,5.40154,1.25,2,1
13,-1,3.030926,1,0.25,1
13,1,5.530802,2.25,1.75,0
13,1,6.966026,2.75,2.25,0
13,-1,4.506011,1.25,0.75,1
13,1,6.02207,2.25,2.5,1
13,1,3.034175,0.5,0.25,0
13,-1,2.841842,0.75,0.25,1
13,1,4.57652,1.75,2,1
13,1,5.601877,1.75,2.5,1
13,1,4.874987,1.25,1.5,1
13,1,4.458809,1.25,1.75,1
13,1,6.809106,3,2.25,0
13,-1,3.909388,1,0.25,1
13,1,4.620086,1.25,1.75,1
13,1,3.396386,1,0.75,0
13,1,3.089663,0.75,1.25,1
13,1,3.37877,0.75,1.5,1
13,1,5.27053,1.75,2.25,1
13,1,6.109727,2.25,3,1
13,1,6.497644,2.25,2.5,1
13,-1,5.413913,2,1.75,1
13,1,5.871974,2.25,2.75,1
13,-1,2.899416,0.5,0.25,1
13,1,5.405627,2.5,1.75,0
13,-1,13.382971,1.25,1.5,0
13,1,4.757361,1.25,2,1
13,1,2.316708,0.25,0.75,1
13,1,3.1448,1,0.75,0
13,1,3.126844,0.75,1.25,1
13,1,3.781456,1.5,1.25,0
13,1,3.860587,1.75,1.25,0
13,-1,8.003101,3,2.25,1
13,-1,4.989682,0.75,0.25,1
13,1,2.101853,0.25,1,1
13,1,4.72525,2,1.75,0
13,1,5.868524,2.25,2.75,1
13,-1,3.88175,1.5,0.75,1
13,1,5.12197,1.25,2,1
13,-1,6.887336,2.5,2.25,1
13,-1,5.474543,1.75,2.25,0
13,-1,5.462345,0.25,0.5,0
13,1,5.366346,1.75,2.5,1
14,1,4.534458,1.25,1.75,1
14,1,4.358836,1.5,1.25,0
14,-1,4.778869,1.25,0.75,1
14,1,5.203466,1.75,2,1
14,1,3.108109,0.75,1,1
14,1,5.394731,1.75,2.5,1
14,1,6.09457,2.25,2.5,1
14,1,5.354596,1.75,2.25,1
14,1,1.847049,0.25,0.5,1
14,1,6.07883,2.25,2.75,1
14,1,4.615778,1.25,2,1
14,1,3.207188,0.75,1.5,1
14,1,2.189203,0.25,1,1
14,-1,2.271722,0.75,0.25,1
14,-1,8.182556,3,2.25,1
14,-1,6.959776,2,1.75,1
14,1,1.894676,0.25,0.75,1
14,-1,4.205141,1,0.75,1
14,1,3.985685,1.25,1.75,1
14,1,3.202478,0.75,1.5,1
14,1,6.241808,2.25,3,1
14,-1,5.879459,2.5,2.25,1
14,-1,6.133978,2.75,2.25,1
14,1,4.323606,1.25,2,1
14,-1,2.451593,1,0.25,1
14,1,2.877277,0.75,1.25,1
14,1,1.796048,0.25,0.5,1
14,-1,3.951882,1.5,1.25,1
14,-1,5.081864,2.25,1.75,1
14,-1,5.366037,2.5,1.75,1
14,1,3.866902,1.25,1.5,1
14,-1,4.149404,1.75,1.25,1
14,1,2.951562,0.75,1.25,1
14,1,6.615923,1.25,2,1
14,1,1.684463,0.25,0.5,1
14,-1,2.085962,0.75,0.25,1
14,1,6.482609,2.25,2.5,1
14,-1,11.028917,2.75,2.25,1
14,1,5.554442,1.75,2.25,1
14,-1,9.412071,1,0.75,1
14,1,7.179791,2.25,3,1
14,1,4.951215,1.75,2,1
14,-1,5.541104,2.5,1.75,1
14,1,3.159237,0.75,1.5,1
14,1,2.14185,0.25,1,1
14,-1,3.045393,1,0.75,1
14,-1,6.90606,3,2.25,1
14,-1,4.566952,2,1.25,1
14,1,5.10357,1.75,2.25,1
14,1,5.071006,1.5,1.25,0
14,1,5.854265,2.25,2.5,1
14,-1,4.210151,1.75,1.25,1
14,1,3.029406,0.75,1.25,1
14,1,2.461494,1,0.25,0
14,-1,6.374895,2.75,2.25,1
14,1,6.011029,1.75,2,1
14,1,1.898966,0.25,0.75,1
14,1,6.333506,1.75,2.5,1
14,1,1.779133,0.25,0.5,1
14,-1,3.47315,1.5,0.75,1
14,-1,5.866146,2.5,2.25,1
14,-1,4.333087,1.75,1.25,1
14,-1,6.405688,2.75,2.25,1
14,-1,7.266494,2,1.75,1
14,1,3.40212,0.75,1.25,1
14,1,1.968717,0.25,0.75,1
14,1,1.666147,0.25,0.5,1
14,1,6.182195,2.25,3,1
14,-1,5.446357,2.5,1.75,1
14,-1,4.314945,2,1.25,1
14,-1,2.453447,1,0.25,1
14,1,3.848897,1,0.75,0
14,-1,3.440566,1.5,0.75,1
14,1,3.891533,1.25,1.5,1
14,-1,5.14329,2.25,1.75,1
14,-1,4.086823,1.75,1.25,1
14,-1,2.999764,1,0.75,1
14,1,2.091473,0.25,1,1
14,1,6.128083,2.25,3,1
14,-1,3.0316,0.5,0.25,1
14,1,6.772435,2.5,2.25,0
14,-1,5.076291,2,1.75,1
14,1,3.973601,0.75,1.5,1
14,1,2.936243,0.75,1.25,1
14,1,5.913917,2.25,2.75,1
14,1,5.189497,1.75,2.25,1
14,-1,2.138468,0.75,0.25,1
14,1,4.428013,1.25,2,1
14,-1,5.463995,2.5,1.75,1
14,1,4.609215,1.5,1.25,0
15,-1,6.152546,2.5,1.75,1
15,1,2.964504,0.25,1,1
15,1,6.472296,1.75,2,1
15,-1,5.606525,1.75,1.25,1
15,1,3.801894,0.75,1.5,1
15,-1,7.832202,2.25,2.5,0
15,1,2.601923,0.25,0.75,1
15,1,3.372303,0.75,1.25,1
15,1,6.371329,2.25,2.75,1
15,-1,11.233322,3,2.25,1
15,-1,2.703261,0.5,0.25,1
15,1,4.837505,1.25,2,1
15,-1,5.519589,1,0.75,1
15,-1,6.085109,2.25,1.75,1
15,-1,7.358177,1.5,1.25,1
15,1,4.247497,1.25,2,1
15,-1,7.393779,3,2.25,1
15,1,4.210518,1.25,1.75,1
15,-1,5.894367,1,0.75,1
15,1,3.378251,0.5,0.25,0
15,-1,8.598215,2,1.75,1
15,1,2.10081,0.25,0.75,1
15,1,5.633077,1.75,2.5,1
15,-1,5.432795,2.25,1.75,1
15,-1,7.299925,2.5,2.25,1
15,1,5.77243,1.25,1.5,1
15,-1,4.518384,1.25,0.75,1
15,-1,8.535943,2.75,2.25,1
15,1,3.587438,0.75,1.5,1
15,-1,2.834701,1,0.25,1
15,-1,4.683475,2,1.25,1
15,1,6.550629,2.25,2.75,1
15,1,4.305454,0.75,1.5,1
15,-1,2.808331,1,0.25,1
15,1,3.935745,1.25,1.5,1
15,1,6.887475,2,1.75,0
15,1,6.741967,2.25,3,1
15,1,5.62807,1.75,2.25,1
15,-1,3.653477,0.5,0.25,1
15,1,1.92333,0.25,0.75,1
15,-1,4.541241,1.75,1.25,1
15,-1,5.847848,2.5,1.75,1
15,-1,6.619591,2.5,2.25,1
15,1,2.665897,0.75,1,1
15,1,2.934624,0.75,1.25,1
15,1,6.729937,2.5,2.25,0
15,-1,6.620178,2,1.75,1
15,1,4.150336,1.25,1.75,1
15,-1,6.232261,2.25,1.75,1
15,-1,3.763406,1.5,0.75,1
15,1,1.960425,0.25,0.5,1
15,1,5.615672,1.75,2.5,1
15,-1,6.648953,3,2.25,1
15,-1,3.274167,0.75,0.25,1
15,-1,4.788907,2,1.25,1
15,1,4.065788,1.25,1.5,1
15,-1,3.474046,1.25,0.75,1
15,-1,3.346401,1,0.75,1
15,-1,2.717594,1,0.25,1
15,1,6.222764,2.25,2.75,1
15,1,5.785289,1.75,2.5,1
15,-1,2.246532,0.5,0.25,1
15,-1,7.097792,3,2.25,1
15,1,5.138314,1.25,0.75,0
15,1,3.246203,0.75,1,1
15,-1,2.314834,0.75,0.25,1
15,1,4.172267,1.25,2,1
15,1,2.142081,0.25,1,1
15,-1,3.996305,1.5,1.25,1
15,1,5.399574,1.75,2.25,1
15,-1,4.535058,1.5,0.75,1
15,-1,7.084279,2.75,2.25,1
15,1,5.910077,2.25,2.5,1
15,-1,5.614496,1.75,1.25,1
15,-1,5.820076,2,1.75,1
15,-1,7.1123,2.75,2.25,1
15,1,4.880087,1.75,2,1
15,-1,3.776465,1.5,0.75,1
15,-1,2.102831,0.5,0.25,1
15,1,6.652263,2.25,3,1
15,-1,5.695263,2.5,1.75,1
15,1,6.123234,2.5,2.25,0
15,1,2.933954,0.75,1.25,1
15,1,4.334893,1.25,1.75,1
15,1,2.693144,0.75,1,1
15,-1,2.536142,1,0.25,1
15,1,1.959957,0.25,0.75,1
15,1,4.341572,1.25,2,1
15,-1,4.237465,1.25,1.5,0
15,1,5.057991,1.75,2.25,1
16,1,4.591372,1.25,2,1
16,1,5.77489,1.75,2,1
16,1,6.532588,2.25,2.5,1
16,1,4.097328,1.25,1.75,1
16,1,2.901575,0.75,1.25,1
16,-1,6.858314,3,2.25,1
16,1,5.170193,1.75,2.25,1
16,-1,4.789472,1,0.75,1
16,-1,2.752201,0.75,0.25,1
16,1,2.807452,0.25,0.5,1
16,1,4.539581,1.25,1.5,1
16,-1,2.910061,1,0.25,1
16,1,5.344247,1.75,2.5,1
16,-1,4.009712,1.5,0.75,1
16,1,5.799795,2.75,2.25,0
16,-1,3.595145,1.25,0.75,1
16,1,2.109653,0.25,0.75,1
16,1,4.641523,2,1.25,0
16,1,6.910678,2.25,1.75,0
16,1,5.554101,0.75,1.5,1
16,-1,7.420559,3,2.25,1
16,1,2.95583,0.75,1,1
16,1,6.103538,2.25,2.75,1
16,1,4.921042,2,1.75,0
16,1,2.20325,0.25,1,1
16,-1,4.120452,1.5,1.25,1
16,1,4.059444,1.75,1.25,0
16,-1,5.84664,2.5,1.75,1
16,-1,2.544456,0.25,0.5,0
16,1,5.90973,2.5,2.25,0
16,1,5.660593,2.5,2.25,0
16,-1,2.403283,0.25,0.75,0
16,-1,3.248588,1,0.75,1
16,1,5.552195,1.75,2.25,1
16,-1,6.411797,3,2.25,1
16,-1,4.896139,2,1.25,1
16,-1,4.674183,1.75,1.25,1
16,1,6.149577,2.75,2.25,0
16,-1,3.609206,0.25,1,0
16,-1,3.313422,1.25,0.75,1
16,1,4.601837,1.25,1.5,1
16,-1,5.733175,2.5,1.75,1
16,1,3.745328,0.75,1.5,1
16,-1,2.603754,0.25,0.5,0
16,1,4.642403,1.75,2,1
16,-1,3.460318,1,0.75,1
16,-1,2.71375,1,0.25,1
16,-1,3.793089,1.5,0.75,1
16,1,6.24374,2.75,2.25,0
16,1,6.876113,2.25,3,1
16,-1,2.526158,0.25,0.75,0
16,1,6.709056,2.25,2.5,1
16,-1,6.370471,2.5,1.75,1
16,-1,4.656338,2,1.25,1
16,-1,5.359783,1.25,1.75,0
16,-1,3.403405,1.25,0.75,1
16,1,5.052482,1.5,1.25,0
16,1,4.884705,2,1.75,0
16,1,5.541694,1.75,2.25,1
16,-1,1.922629,0.25,0.5,0
16,1,3.403405,0.75,1.25,1
16,1,4.553909,2,1.75,0
16,1,4.159612,1.25,1.75,1
16,1,4.297928,1.25,2,1
16,1,6.574164,3,2.25,0
16,-1,3.829503,1.5,0.75,1
16,1,5.851331,2.25,2.75,1
16,1,5.481215,1.75,2.5,1
16,-1,3.371518,1,0.25,1
16,-1,4.273679,0.75,1,0
16,-1,3.040544,0.25,0.75,0
16,1,4.846483,2.25,1.75,0
16,1,4.182102,1.25,1.5,1
16,-1,2.29316,0.5,0.25,1
16,1,6.250764,2.5,2.25,0
16,-1,5.040413,1.5,1.25,1
16,1,5.102665,1.25,1.75,1
16,1,5.831838,1.75,2.5,1
16,-1,3.281435,0.25,1,0
16,-1,7.051041,2,1.25,1
16,-1,2.330216,0.25,0.5,0
16,-1,3.374589,0.75,0.25,1
16,1,5.599275,2.25,2.5,1
16,1,7.717458,2.25,3,1
16,-1,5.434667,1.75,2.25,0
16,-1,3.16081,1,0.75,1
16,-1,4.149384,0.75,1.25,0
16,1,4.101696,0.75,1.5,1
16,1,4.621584,1.75,2,1
16,1,6.233367,2.75,2.25,0
17,1,8.663066,2.25,1.75,0
17,1,5.824938,1.75,2,1
17,-1,6.865754,3,2.25,1
17,-1,3.843626,1,0.25,1
17,1,6.593408,2.75,2.25,0
17,1,4.251303,1.5,1.25,0
17,1,2.55503,0.25,0.75,1
17,-1,6.719743,2.5,1.75,1
17,-1,5.219405,1.75,1.25,1
17,-1,4.479649,2,1.25,1
17,1,3.741209,0.75,1,1
17,1,6.10401,2.5,2.25,0
17,-1,3.581362,1.25,0.75,1
17,-1,3.977895,1.5,0.75,1
17,1,2.321235,0.25,0.5,1
17,1,2.833719,0.25,0.75,1
17,1,4.982212,1.25,1.75,1
17,-1,3.711849,0.75,1,0
17,1,6.064778,2.25,2.75,1
17,1,4.455282,1.25,1.5,1
17,1,2.477182,0.25,1,1
17,1,5.915445,2.5,2.25,0
17,1,6.401769,2.25,1.75,0
17,-1,4.399082,2,1.25,1
17,1,4.765188,2,1.75,0
17,-1,2.363405,0.5,0.25,1
17,1,5.426084,2.5,1.75,0
17,1,6.67949,2.25,3,1
17,-1,3.80672,1.5,0.75,1
17,-1,3.694612,1.25,0.75,1
17,-1,2.489566,0.25,0.5,0
17,1,2.538386,0.25,1,1
17,1,6.593482,2.25,3,1
17,1,6.13189,2.25,2.5,1
17,1,5.206471,2.5,1.75,0
17,1,4.060717,1.25,1.75,1
17,1,1.905112,0.25,0.75,1
17,1,4.66329,2,1.75,0
17,-1,5.653161,2.25,1.75,1
17,-1,3.389538,1,0.75,1
17,-1,3.403851,1.5,0.75,1
17,-1,3.153338,1.25,0.75,1
17,1,4.198953,1.25,2,1
17,1,5.939817,2.25,2.75,1
17,-1,4.678406,1.5,1.25,1
17,-1,6.711983,2.75,2.25,1
17,1,3.577563,0.75,1.25,1
17,1,5.596409,2.5,2.25,0
17,1,6.527568,2.5,1.75,0
